Province,City,Year,Quarter,1_Bedroom_Rent,2_Bedroom_Rent
,"Chilliwack, Census metropolitan area (CMA)",2021,1,1160.0,1650.0
,"Chilliwack, Census metropolitan area (CMA)",2021,2,1210.0,1590.0
,"Chilliwack, Census metropolitan area (CMA)",2021,3,1220.0,1680.0
,"Chilliwack, Census metropolitan area (CMA)",2021,4,1250.0,1610.0
,"Chilliwack, Census metropolitan area (CMA)",2022,1,1340.0,1550.0
,"Chilliwack, Census metropolitan area (CMA)",2022,2,1400.0,1720.0
,"Chilliwack, Census metropolitan area (CMA)",2022,3,1390.0,1710.0
,"Chilliwack, Census metropolitan area (CMA)",2022,4,1430.0,1680.0
,"Chilliwack, Census metropolitan area (CMA)",2023,1,1460.0,1660.0
,"Chilliwack, Census metropolitan area (CMA)",2023,2,1490.0,1800.0
,"Chilliwack, Census metropolitan area (CMA)",2023,3,1520.0,1820.0
,"Chilliwack, Census metropolitan area (CMA)",2023,4,1520.0,1820.0
,"Chilliwack, Census metropolitan area (CMA)",2024,1,1460.0,1840.0
,"Chilliwack, Census metropolitan area (CMA)",2024,2,1470.0,1820.0
,"Chilliwack, Census metropolitan area (CMA)",2024,3,1480.0,1790.0
,"Chilliwack, Census metropolitan area (CMA)",2024,4,1450.0,1830.0
,"Chilliwack, Census metropolitan area (CMA)",2025,1,1490.0,1710.0
,"Drummondville, Census metropolitan area (CMA)",2020,1,,650.0
,"Drummondville, Census metropolitan area (CMA)",2020,2,,670.0
,"Drummondville, Census metropolitan area (CMA)",2020,3,,670.0
,"Drummondville, Census metropolitan area (CMA)",2020,4,,710.0
,"Drummondville, Census metropolitan area (CMA)",2021,1,,750.0
,"Drummondville, Census metropolitan area (CMA)",2021,2,,760.0
,"Drummondville, Census metropolitan area (CMA)",2021,3,,790.0
,"Drummondville, Census metropolitan area (CMA)",2021,4,,810.0
,"Drummondville, Census metropolitan area (CMA)",2022,1,,860.0
,"Drummondville, Census metropolitan area (CMA)",2022,2,,910.0
,"Drummondville, Census metropolitan area (CMA)",2022,3,,980.0
,"Drummondville, Census metropolitan area (CMA)",2022,4,,980.0
,"Drummondville, Census metropolitan area (CMA)",2023,1,,970.0
,"Drummondville, Census metropolitan area (CMA)",2023,2,,1040.0
,"Drummondville, Census metropolitan area (CMA)",2023,3,,1070.0
,"Drummondville, Census metropolitan area (CMA)",2023,4,,990.0
,"Drummondville, Census metropolitan area (CMA)",2024,1,,1100.0
,"Drummondville, Census metropolitan area (CMA)",2024,2,,1060.0
,"Drummondville, Census metropolitan area (CMA)",2024,3,,1040.0
,"Drummondville, Census metropolitan area (CMA)",2024,4,,1150.0
,"Drummondville, Census metropolitan area (CMA)",2025,1,,1200.0
,"Edmonton, Census metropolitan area (CMA)",2020,1,1050.0,1290.0
,"Edmonton, Census metropolitan area (CMA)",2020,2,1050.0,1310.0
,"Edmonton, Census metropolitan area (CMA)",2020,3,1070.0,1330.0
,"Edmonton, Census metropolitan area (CMA)",2020,4,1040.0,1300.0
,"Edmonton, Census metropolitan area (CMA)",2021,1,1050.0,1320.0
,"Edmonton, Census metropolitan area (CMA)",2021,2,1060.0,1330.0
,"Edmonton, Census metropolitan area (CMA)",2021,3,1060.0,1320.0
,"Edmonton, Census metropolitan area (CMA)",2021,4,1040.0,1310.0
,"Edmonton, Census metropolitan area (CMA)",2022,1,1050.0,1310.0
,"Edmonton, Census metropolitan area (CMA)",2022,2,1060.0,1330.0
,"Edmonton, Census metropolitan area (CMA)",2022,3,1080.0,1380.0
,"Edmonton, Census metropolitan area (CMA)",2022,4,1100.0,1400.0
,"Edmonton, Census metropolitan area (CMA)",2023,1,1110.0,1400.0
,"Edmonton, Census metropolitan area (CMA)",2023,2,1140.0,1450.0
,"Edmonton, Census metropolitan area (CMA)",2023,3,1170.0,1510.0
,"Edmonton, Census metropolitan area (CMA)",2023,4,1240.0,1550.0
,"Edmonton, Census metropolitan area (CMA)",2024,1,1270.0,1610.0
,"Edmonton, Census metropolitan area (CMA)",2024,2,1290.0,1620.0
,"Edmonton, Census metropolitan area (CMA)",2024,3,1320.0,1620.0
,"Edmonton, Census metropolitan area (CMA)",2024,4,1280.0,1590.0
,"Edmonton, Census metropolitan area (CMA)",2025,1,1280.0,1590.0
,"Fredericton, Census metropolitan area (CMA)",2020,1,930.0,1010.0
,"Fredericton, Census metropolitan area (CMA)",2020,2,860.0,1060.0
,"Fredericton, Census metropolitan area (CMA)",2020,3,910.0,1070.0
,"Fredericton, Census metropolitan area (CMA)",2020,4,940.0,1090.0
,"Fredericton, Census metropolitan area (CMA)",2021,1,960.0,1140.0
,"Fredericton, Census metropolitan area (CMA)",2021,2,970.0,1170.0
,"Fredericton, Census metropolitan area (CMA)",2021,3,970.0,1190.0
,"Fredericton, Census metropolitan area (CMA)",2021,4,1020.0,1290.0
,"Fredericton, Census metropolitan area (CMA)",2022,1,1070.0,1280.0
,"Fredericton, Census metropolitan area (CMA)",2022,2,1110.0,1360.0
,"Fredericton, Census metropolitan area (CMA)",2022,3,1120.0,1350.0
,"Fredericton, Census metropolitan area (CMA)",2022,4,1130.0,1430.0
,"Fredericton, Census metropolitan area (CMA)",2023,1,1160.0,1440.0
,"Fredericton, Census metropolitan area (CMA)",2023,2,1110.0,1490.0
,"Fredericton, Census metropolitan area (CMA)",2023,3,1180.0,1490.0
,"Fredericton, Census metropolitan area (CMA)",2023,4,1240.0,1550.0
,"Fredericton, Census metropolitan area (CMA)",2024,1,1330.0,1560.0
,"Fredericton, Census metropolitan area (CMA)",2024,2,1260.0,1570.0
,"Fredericton, Census metropolitan area (CMA)",2024,3,1280.0,1580.0
,"Fredericton, Census metropolitan area (CMA)",2024,4,1390.0,1610.0
,"Fredericton, Census metropolitan area (CMA)",2025,1,1320.0,1570.0
,"Greater Sudbury, Census metropolitan area (CMA)",2020,1,940.0,1210.0
,"Greater Sudbury, Census metropolitan area (CMA)",2020,2,970.0,1270.0
,"Greater Sudbury, Census metropolitan area (CMA)",2020,3,990.0,1340.0
,"Greater Sudbury, Census metropolitan area (CMA)",2020,4,1060.0,1370.0
,"Greater Sudbury, Census metropolitan area (CMA)",2021,1,1050.0,1370.0
,"Greater Sudbury, Census metropolitan area (CMA)",2021,2,1070.0,1410.0
,"Greater Sudbury, Census metropolitan area (CMA)",2021,3,1150.0,1470.0
,"Greater Sudbury, Census metropolitan area (CMA)",2021,4,1190.0,1490.0
,"Greater Sudbury, Census metropolitan area (CMA)",2022,1,1190.0,1480.0
,"Greater Sudbury, Census metropolitan area (CMA)",2022,2,1190.0,1580.0
,"Greater Sudbury, Census metropolitan area (CMA)",2022,3,1220.0,1590.0
,"Greater Sudbury, Census metropolitan area (CMA)",2022,4,1270.0,1580.0
,"Greater Sudbury, Census metropolitan area (CMA)",2023,1,1300.0,1620.0
,"Greater Sudbury, Census metropolitan area (CMA)",2023,2,1280.0,1720.0
,"Greater Sudbury, Census metropolitan area (CMA)",2023,3,1370.0,1720.0
,"Greater Sudbury, Census metropolitan area (CMA)",2023,4,1390.0,1730.0
,"Greater Sudbury, Census metropolitan area (CMA)",2024,1,1410.0,1810.0
,"Greater Sudbury, Census metropolitan area (CMA)",2024,2,1380.0,1800.0
,"Greater Sudbury, Census metropolitan area (CMA)",2024,3,1460.0,1820.0
,"Greater Sudbury, Census metropolitan area (CMA)",2024,4,1530.0,1850.0
,"Greater Sudbury, Census metropolitan area (CMA)",2025,1,1540.0,1830.0
,"Guelph, Census metropolitan area (CMA)",2020,1,1380.0,1580.0
,"Guelph, Census metropolitan area (CMA)",2020,2,1370.0,1630.0
,"Guelph, Census metropolitan area (CMA)",2020,3,1390.0,1640.0
,"Guelph, Census metropolitan area (CMA)",2020,4,1420.0,1630.0
,"Guelph, Census metropolitan area (CMA)",2021,1,1420.0,1680.0
,"Guelph, Census metropolitan area (CMA)",2021,2,1490.0,1730.0
,"Guelph, Census metropolitan area (CMA)",2021,3,1540.0,1840.0
,"Guelph, Census metropolitan area (CMA)",2021,4,1610.0,1870.0
,"Guelph, Census metropolitan area (CMA)",2022,1,1600.0,1900.0
,"Guelph, Census metropolitan area (CMA)",2022,2,1650.0,1970.0
,"Guelph, Census metropolitan area (CMA)",2022,3,1730.0,2050.0
,"Guelph, Census metropolitan area (CMA)",2022,4,1840.0,2130.0
,"Guelph, Census metropolitan area (CMA)",2023,1,1940.0,2110.0
,"Guelph, Census metropolitan area (CMA)",2023,2,1960.0,2130.0
,"Guelph, Census metropolitan area (CMA)",2023,3,1990.0,2220.0
,"Guelph, Census metropolitan area (CMA)",2023,4,2040.0,2300.0
,"Guelph, Census metropolitan area (CMA)",2024,1,2020.0,2320.0
,"Guelph, Census metropolitan area (CMA)",2024,2,2040.0,2290.0
,"Guelph, Census metropolitan area (CMA)",2024,3,2010.0,2250.0
,"Guelph, Census metropolitan area (CMA)",2024,4,2000.0,2270.0
,"Guelph, Census metropolitan area (CMA)",2025,1,1910.0,2270.0
,"Halifax, Census metropolitan area (CMA)",2020,1,1230.0,1470.0
,"Halifax, Census metropolitan area (CMA)",2020,2,1230.0,1530.0
,"Halifax, Census metropolitan area (CMA)",2020,3,1280.0,1600.0
,"Halifax, Census metropolitan area (CMA)",2020,4,1250.0,1590.0
,"Halifax, Census metropolitan area (CMA)",2021,1,1280.0,1630.0
,"Halifax, Census metropolitan area (CMA)",2021,2,1320.0,1680.0
,"Halifax, Census metropolitan area (CMA)",2021,3,1330.0,1720.0
,"Halifax, Census metropolitan area (CMA)",2021,4,1360.0,1830.0
,"Halifax, Census metropolitan area (CMA)",2022,1,1430.0,1810.0
,"Halifax, Census metropolitan area (CMA)",2022,2,1450.0,1920.0
,"Halifax, Census metropolitan area (CMA)",2022,3,1520.0,1990.0
,"Halifax, Census metropolitan area (CMA)",2022,4,1650.0,2050.0
,"Halifax, Census metropolitan area (CMA)",2023,1,1700.0,2120.0
,"Halifax, Census metropolitan area (CMA)",2023,2,1790.0,2260.0
,"Halifax, Census metropolitan area (CMA)",2023,3,1780.0,2300.0
,"Halifax, Census metropolitan area (CMA)",2023,4,1800.0,2350.0
,"Halifax, Census metropolitan area (CMA)",2024,1,1840.0,2380.0
,"Halifax, Census metropolitan area (CMA)",2024,2,1840.0,2440.0
,"Halifax, Census metropolitan area (CMA)",2024,3,1880.0,2390.0
,"Halifax, Census metropolitan area (CMA)",2024,4,1780.0,2230.0
,"Halifax, Census metropolitan area (CMA)",2025,1,1770.0,2230.0
,"Hamilton, Census metropolitan area (CMA)",2020,1,1440.0,1730.0
,"Hamilton, Census metropolitan area (CMA)",2020,2,1470.0,1730.0
,"Hamilton, Census metropolitan area (CMA)",2020,3,1490.0,1740.0
,"Hamilton, Census metropolitan area (CMA)",2020,4,1480.0,1750.0
,"Hamilton, Census metropolitan area (CMA)",2021,1,1490.0,1750.0
,"Hamilton, Census metropolitan area (CMA)",2021,2,1490.0,1780.0
,"Hamilton, Census metropolitan area (CMA)",2021,3,1510.0,1820.0
,"Hamilton, Census metropolitan area (CMA)",2021,4,1550.0,1860.0
,"Hamilton, Census metropolitan area (CMA)",2022,1,1570.0,1940.0
,"Hamilton, Census metropolitan area (CMA)",2022,2,1650.0,1990.0
,"Hamilton, Census metropolitan area (CMA)",2022,3,1700.0,2070.0
,"Hamilton, Census metropolitan area (CMA)",2022,4,1750.0,2100.0
,"Hamilton, Census metropolitan area (CMA)",2023,1,1770.0,2110.0
,"Hamilton, Census metropolitan area (CMA)",2023,2,1790.0,2150.0
,"Hamilton, Census metropolitan area (CMA)",2023,3,1790.0,2170.0
,"Hamilton, Census metropolitan area (CMA)",2023,4,1840.0,2250.0
,"Hamilton, Census metropolitan area (CMA)",2024,1,1820.0,2220.0
,"Hamilton, Census metropolitan area (CMA)",2024,2,1820.0,2250.0
,"Hamilton, Census metropolitan area (CMA)",2024,3,1850.0,2300.0
,"Hamilton, Census metropolitan area (CMA)",2024,4,1790.0,2240.0
,"Hamilton, Census metropolitan area (CMA)",2025,1,1800.0,2180.0
,"Kamloops, Census metropolitan area (CMA)",2020,1,1090.0,1350.0
,"Kamloops, Census metropolitan area (CMA)",2020,2,1110.0,1380.0
,"Kamloops, Census metropolitan area (CMA)",2020,3,1110.0,1410.0
,"Kamloops, Census metropolitan area (CMA)",2020,4,1160.0,1420.0
,"Kamloops, Census metropolitan area (CMA)",2021,1,1200.0,1460.0
,"Kamloops, Census metropolitan area (CMA)",2021,2,1250.0,1590.0
,"Kamloops, Census metropolitan area (CMA)",2021,3,1290.0,1630.0
,"Kamloops, Census metropolitan area (CMA)",2021,4,1360.0,1740.0
,"Kamloops, Census metropolitan area (CMA)",2022,1,1340.0,1810.0
,"Kamloops, Census metropolitan area (CMA)",2022,2,1410.0,1790.0
,"Kamloops, Census metropolitan area (CMA)",2022,3,1400.0,1870.0
,"Kamloops, Census metropolitan area (CMA)",2022,4,1420.0,1850.0
,"Kamloops, Census metropolitan area (CMA)",2023,1,1470.0,1920.0
,"Kamloops, Census metropolitan area (CMA)",2023,2,1490.0,1960.0
,"Kamloops, Census metropolitan area (CMA)",2023,3,1540.0,2010.0
,"Kamloops, Census metropolitan area (CMA)",2023,4,1510.0,1910.0
,"Kamloops, Census metropolitan area (CMA)",2024,1,1470.0,1870.0
,"Kamloops, Census metropolitan area (CMA)",2024,2,1540.0,1870.0
,"Kamloops, Census metropolitan area (CMA)",2024,3,1550.0,1970.0
,"Kamloops, Census metropolitan area (CMA)",2024,4,1550.0,1860.0
,"Kamloops, Census metropolitan area (CMA)",2025,1,1550.0,1840.0
,"Kelowna, Census metropolitan area (CMA)",2020,1,1380.0,1650.0
,"Kelowna, Census metropolitan area (CMA)",2020,2,1430.0,1700.0
,"Kelowna, Census metropolitan area (CMA)",2020,3,1470.0,1850.0
,"Kelowna, Census metropolitan area (CMA)",2020,4,1470.0,1990.0
,"Kelowna, Census metropolitan area (CMA)",2021,1,1560.0,2160.0
,"Kelowna, Census metropolitan area (CMA)",2021,2,1640.0,2170.0
,"Kelowna, Census metropolitan area (CMA)",2021,3,1670.0,2390.0
,"Kelowna, Census metropolitan area (CMA)",2021,4,1700.0,2280.0
,"Kelowna, Census metropolitan area (CMA)",2022,1,1650.0,2310.0
,"Kelowna, Census metropolitan area (CMA)",2022,2,1770.0,2430.0
,"Kelowna, Census metropolitan area (CMA)",2022,3,1900.0,2720.0
,"Kelowna, Census metropolitan area (CMA)",2022,4,1920.0,2380.0
,"Kelowna, Census metropolitan area (CMA)",2023,1,1920.0,2380.0
,"Kelowna, Census metropolitan area (CMA)",2023,2,1730.0,2560.0
,"Kelowna, Census metropolitan area (CMA)",2023,3,1890.0,2550.0
,"Kelowna, Census metropolitan area (CMA)",2023,4,1960.0,2640.0
,"Kelowna, Census metropolitan area (CMA)",2024,1,1920.0,2430.0
,"Kelowna, Census metropolitan area (CMA)",2024,2,2010.0,2490.0
,"Kelowna, Census metropolitan area (CMA)",2024,3,1910.0,2530.0
,"Kelowna, Census metropolitan area (CMA)",2024,4,1860.0,2410.0
,"Kelowna, Census metropolitan area (CMA)",2025,1,1740.0,2200.0
,"Kingston, Census metropolitan area (CMA)",2020,1,1280.0,1520.0
,"Kingston, Census metropolitan area (CMA)",2020,2,1280.0,1510.0
,"Kingston, Census metropolitan area (CMA)",2020,3,1280.0,1530.0
,"Kingston, Census metropolitan area (CMA)",2020,4,1280.0,1550.0
,"Kingston, Census metropolitan area (CMA)",2021,1,1310.0,1590.0
,"Kingston, Census metropolitan area (CMA)",2021,2,1360.0,1630.0
,"Kingston, Census metropolitan area (CMA)",2021,3,1370.0,1680.0
,"Kingston, Census metropolitan area (CMA)",2021,4,1420.0,1720.0
,"Kingston, Census metropolitan area (CMA)",2022,1,1460.0,1740.0
,"Kingston, Census metropolitan area (CMA)",2022,2,1520.0,1730.0
,"Kingston, Census metropolitan area (CMA)",2022,3,1570.0,1930.0
,"Kingston, Census metropolitan area (CMA)",2022,4,1620.0,1920.0
,"Kingston, Census metropolitan area (CMA)",2023,1,1630.0,1990.0
,"Kingston, Census metropolitan area (CMA)",2023,2,1630.0,1970.0
,"Kingston, Census metropolitan area (CMA)",2023,3,1690.0,2010.0
,"Kingston, Census metropolitan area (CMA)",2023,4,1710.0,2040.0
,"Kingston, Census metropolitan area (CMA)",2024,1,1700.0,2000.0
,"Kingston, Census metropolitan area (CMA)",2024,2,1780.0,2060.0
,"Kingston, Census metropolitan area (CMA)",2024,3,1780.0,2050.0
,"Kingston, Census metropolitan area (CMA)",2024,4,1730.0,2020.0
,"Kingston, Census metropolitan area (CMA)",2025,1,1710.0,2040.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2020,1,1370.0,1610.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2020,2,1410.0,1640.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2020,3,1420.0,1670.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2020,4,1430.0,1660.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2021,1,1440.0,1670.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2021,2,1510.0,1720.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2021,3,1520.0,1760.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2021,4,1560.0,1790.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2022,1,1590.0,1870.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2022,2,1630.0,2000.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2022,3,1740.0,2100.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2022,4,1870.0,2160.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2023,1,1860.0,2210.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2023,2,1820.0,2240.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2023,3,1880.0,2250.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2023,4,1910.0,2300.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2024,1,1890.0,2280.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2024,2,1880.0,2250.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2024,3,1880.0,2230.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2024,4,1850.0,2190.0
,"Kitchener - Cambridge - Waterloo, Census metropolitan area (CMA)",2025,1,1810.0,2150.0
,"Lethbridge, Census metropolitan area (CMA)",2020,1,890.0,1070.0
,"Lethbridge, Census metropolitan area (CMA)",2020,2,920.0,1090.0
,"Lethbridge, Census metropolitan area (CMA)",2020,3,900.0,1050.0
,"Lethbridge, Census metropolitan area (CMA)",2020,4,910.0,1050.0
,"Lethbridge, Census metropolitan area (CMA)",2021,1,890.0,1060.0
,"Lethbridge, Census metropolitan area (CMA)",2021,2,920.0,1090.0
,"Lethbridge, Census metropolitan area (CMA)",2021,3,930.0,1110.0
,"Lethbridge, Census metropolitan area (CMA)",2021,4,940.0,1140.0
,"Lethbridge, Census metropolitan area (CMA)",2022,1,960.0,1160.0
,"Lethbridge, Census metropolitan area (CMA)",2022,2,980.0,1180.0
